seq_num,folder,frame_num,crop_index,label,send_timestamp
588,MVI_20063,45,1,0,1782339369.1557786
589,MVI_20063,45,2,1,1782339369.1953697
590,MVI_20063,45,3,2,1782339369.2358565
591,MVI_20063,46,0,0,1782339369.2848005
592,MVI_20063,46,1,0,1782339369.315725
593,MVI_20063,46,2,1,1782339369.355586
594,MVI_20063,46,3,2,1782339369.3952248
595,MVI_20063,47,0,0,1782339369.4451
596,MVI_20063,47,1,0,1782339369.475442
597,MVI_20063,47,2,1,1782339369.5162623
598,MVI_20063,47,3,2,1782339369.5554416
599,MVI_20063,48,0,0,1782339369.6052725
600,MVI_20063,48,1,0,1782339369.63536
601,MVI_20063,48,2,1,1782339369.6757646
602,MVI_20063,48,3,2,1782339369.7159672
603,MVI_20063,49,0,0,1782339369.7628064
604,MVI_20063,49,1,0,1782339369.7953608
605,MVI_20063,49,2,1,1782339369.835367
606,MVI_20063,49,3,2,1782339369.8753293
607,MVI_20063,50,0,0,1782339369.9251153
608,MVI_20063,50,1,0,1782339369.9557743
609,MVI_20063,50,2,1,1782339369.9958665
610,MVI_20063,50,3,2,1782339370.0352716
611,MVI_20064,1,0,0,1782339370.2273195
612,MVI_20064,1,1,0,1782339370.227337
613,MVI_20064,1,2,0,1782339370.2273505
614,MVI_20064,1,3,1,1782339370.227373
615,MVI_20064,1,4,0,1782339370.2351663
616,MVI_20064,1,5,0,1782339370.2757015
617,MVI_20064,1,6,0,1782339370.3157792
618,MVI_20064,1,7,0,1782339370.3554623
619,MVI_20064,1,8,0,1782339370.3953624
620,MVI_20064,1,9,0,1782339370.4354856
621,MVI_20064,1,10,0,1782339370.4757545
622,MVI_20064,1,11,0,1782339370.51585
623,MVI_20064,1,12,0,1782339370.5554025
624,MVI_20064,1,13,0,1782339370.5953481
625,MVI_20064,2,0,0,1782339370.6450043
626,MVI_20064,2,1,0,1782339370.6754088
627,MVI_20064,2,2,0,1782339370.7155075
628,MVI_20064,2,3,1,1782339370.7553577
629,MVI_20064,2,4,0,1782339370.7954202
630,MVI_20064,2,5,0,1782339370.835387
631,MVI_20064,2,6,0,1782339370.8752604
632,MVI_20064,2,7,0,1782339370.915373
633,MVI_20064,2,8,0,1782339370.9553764
634,MVI_20064,2,9,0,1782339370.995383
635,MVI_20064,2,10,0,1782339371.0353117
636,MVI_20064,2,11,0,1782339371.075278
637,MVI_20064,2,12,0,1782339371.1153781
638,MVI_20064,2,13,0,1782339371.1552317
639,MVI_20064,3,0,0,1782339371.204272
640,MVI_20064,3,1,0,1782339371.2353835
641,MVI_20064,3,2,0,1782339371.2756162
642,MVI_20064,3,3,1,1782339371.315445
643,MVI_20064,3,4,0,1782339371.3553877
644,MVI_20064,3,5,0,1782339371.3953023
645,MVI_20064,3,6,0,1782339371.4352758
646,MVI_20064,3,7,0,1782339371.4753773
647,MVI_20064,3,8,0,1782339371.515856
648,MVI_20064,3,9,0,1782339371.5552409
649,MVI_20064,3,10,0,1782339371.5959423
650,MVI_20064,3,11,0,1782339371.6353672
651,MVI_20064,3,12,0,1782339371.6753976
652,MVI_20064,3,13,0,1782339371.7153084
653,MVI_20064,4,0,0,1782339371.7635055
654,MVI_20064,4,1,0,1782339371.7958064
655,MVI_20064,4,2,0,1782339371.8358247
656,MVI_20064,4,3,1,1782339371.8754275
657,MVI_20064,4,4,0,1782339371.9161792
658,MVI_20064,4,5,0,1782339371.9554083
659,MVI_20064,4,6,0,1782339371.995248
660,MVI_20064,4,7,0,1782339372.035277
661,MVI_20064,4,8,0,1782339372.0753968
662,MVI_20064,4,9,0,1782339372.1158757
663,MVI_20064,4,10,0,1782339372.1553295
664,MVI_20064,4,11,0,1782339372.1953726
665,MVI_20064,4,12,0,1782339372.2353845
666,MVI_20064,4,13,0,1782339372.275248
667,MVI_20064,5,0,0,1782339372.3247645
668,MVI_20064,5,1,0,1782339372.3553772
669,MVI_20064,5,2,0,1782339372.3953762
670,MVI_20064,5,3,1,1782339372.4353828
671,MVI_20064,5,4,0,1782339372.4754465
672,MVI_20064,5,5,0,1782339372.5153701
673,MVI_20064,5,6,0,1782339372.5552192
674,MVI_20064,5,7,0,1782339372.595731
675,MVI_20064,5,8,0,1782339372.6354318
676,MVI_20064,5,9,0,1782339372.6759396
677,MVI_20064,5,10,0,1782339372.7154152
678,MVI_20064,5,11,0,1782339372.755261
679,MVI_20064,5,12,0,1782339372.795393
680,MVI_20064,5,13,0,1782339372.83581
681,MVI_20064,6,0,0,1782339372.8820975
682,MVI_20064,6,1,0,1782339372.9153676
683,MVI_20064,6,2,0,1782339372.9552963
684,MVI_20064,6,3,1,1782339372.9954627
685,MVI_20064,6,4,0,1782339373.0354853
686,MVI_20064,6,5,0,1782339373.075414
687,MVI_20064,6,6,0,1782339373.1153197
688,MVI_20064,6,7,0,1782339373.1552708
689,MVI_20064,6,8,0,1782339373.1956763
690,MVI_20064,6,9,0,1782339373.2353954
691,MVI_20064,6,10,0,1782339373.2757297
692,MVI_20064,6,11,0,1782339373.3153644
693,MVI_20064,6,12,0,1782339373.3553097
694,MVI_20064,6,13,0,1782339373.395224
695,MVI_20064,7,0,0,1782339373.4466968
696,MVI_20064,7,1,0,1782339373.476224
697,MVI_20064,7,2,0,1782339373.5152776
698,MVI_20064,7,3,1,1782339373.555249
699,MVI_20064,7,4,0,1782339373.595743
700,MVI_20064,7,5,0,1782339373.635413
701,MVI_20064,7,6,0,1782339373.6753893
702,MVI_20064,7,7,0,1782339373.7154214
703,MVI_20064,7,8,0,1782339373.755273
704,MVI_20064,7,9,0,1782339373.795241
705,MVI_20064,7,10,0,1782339373.8362148
706,MVI_20064,7,11,0,1782339373.8754478
707,MVI_20064,7,12,0,1782339373.9152367
708,MVI_20064,7,13,0,1782339373.9552367
709,MVI_20064,8,0,0,1782339374.0037591
710,MVI_20064,8,1,0,1782339374.0352354
711,MVI_20064,8,2,0,1782339374.0753915
712,MVI_20064,8,3,1,1782339374.115361
713,MVI_20064,8,4,0,1782339374.155404
714,MVI_20064,8,5,0,1782339374.1952379
715,MVI_20064,8,6,0,1782339374.2353647
716,MVI_20064,8,7,0,1782339374.2753394
717,MVI_20064,8,8,0,1782339374.3153737
718,MVI_20064,8,9,0,1782339374.355491
719,MVI_20064,8,10,0,1782339374.395236
720,MVI_20064,8,11,0,1782339374.435252
721,MVI_20064,8,12,0,1782339374.4753776
722,MVI_20064,8,13,0,1782339374.5152535
723,MVI_20064,9,0,0,1782339374.5662827
724,MVI_20064,9,1,0,1782339374.595455
725,MVI_20064,9,2,0,1782339374.6352944
726,MVI_20064,9,3,1,1782339374.675263
727,MVI_20064,9,4,0,1782339374.7159045
728,MVI_20064,9,5,0,1782339374.7553992
729,MVI_20064,9,6,0,1782339374.7953706
730,MVI_20064,9,7,0,1782339374.8354483
731,MVI_20064,9,8,0,1782339374.87574
732,MVI_20064,9,9,0,1782339374.9154053
733,MVI_20064,9,10,0,1782339374.9553566
734,MVI_20064,9,11,0,1782339374.9952872
735,MVI_20064,9,12,0,1782339375.0353522
736,MVI_20064,9,13,0,1782339375.0759063
737,MVI_20064,10,0,0,1782339375.1211035
738,MVI_20064,10,1,0,1782339375.1553965
739,MVI_20064,10,2,0,1782339375.1953824
740,MVI_20064,10,3,1,1782339375.235286
741,MVI_20064,10,4,0,1782339375.27526
742,MVI_20064,10,5,0,1782339375.3152654
743,MVI_20064,10,6,0,1782339375.3552232
744,MVI_20064,10,7,0,1782339375.3954968
745,MVI_20064,10,8,0,1782339375.4353414
746,MVI_20064,10,9,0,1782339375.475243
747,MVI_20064,10,10,0,1782339375.515232
748,MVI_20064,10,11,0,1782339375.5553036
749,MVI_20064,10,12,0,1782339375.595409
750,MVI_20064,10,13,0,1782339375.6353939
751,MVI_20064,11,0,0,1782339375.6844838
752,MVI_20064,11,1,0,1782339375.7153666
753,MVI_20064,11,2,0,1782339375.7552743
754,MVI_20064,11,3,1,1782339375.7952814
755,MVI_20064,11,4,0,1782339375.8353453
756,MVI_20064,11,5,0,1782339375.8753626
757,MVI_20064,11,6,0,1782339375.9154122
758,MVI_20064,11,7,0,1782339375.9554079
759,MVI_20064,11,8,0,1782339375.9954066
760,MVI_20064,11,9,0,1782339376.03539
761,MVI_20064,11,10,0,1782339376.07536
762,MVI_20064,11,11,0,1782339376.1153212
763,MVI_20064,11,12,0,1782339376.1553016
764,MVI_20064,11,13,0,1782339376.195277
765,MVI_20064,12,0,0,1782339376.243409
766,MVI_20064,12,1,0,1782339376.2752805
767,MVI_20064,12,2,0,1782339376.3154109
768,MVI_20064,12,3,1,1782339376.3552563
769,MVI_20064,12,4,0,1782339376.3953326
770,MVI_20064,12,5,0,1782339376.4353895
771,MVI_20064,12,6,0,1782339376.4752643
772,MVI_20064,12,7,0,1782339376.5158744
773,MVI_20064,12,8,0,1782339376.5554264
774,MVI_20064,12,9,0,1782339376.5953205
775,MVI_20064,12,10,0,1782339376.635256
776,MVI_20064,12,11,0,1782339376.6753669
777,MVI_20064,12,12,0,1782339376.7153764
778,MVI_20064,12,13,0,1782339376.7553144
779,MVI_20064,13,0,0,1782339376.8028514
780,MVI_20064,13,1,0,1782339376.835242
781,MVI_20064,13,2,0,1782339376.8752728
782,MVI_20064,13,3,1,1782339376.915409
783,MVI_20064,13,4,0,1782339376.955269
784,MVI_20064,13,5,0,1782339376.9952316
785,MVI_20064,13,6,0,1782339377.0353584
786,MVI_20064,13,7,0,1782339377.0752048
787,MVI_20064,13,8,0,1782339377.1153324
788,MVI_20064,13,9,0,1782339377.155388
789,MVI_20064,13,10,0,1782339377.1952243
790,MVI_20064,13,11,0,1782339377.2352674
791,MVI_20064,13,12,0,1782339377.2754076
792,MVI_20064,13,13,0,1782339377.3153636
793,MVI_20064,14,0,0,1782339377.3633447
794,MVI_20064,14,1,0,1782339377.3953264
795,MVI_20064,14,2,0,1782339377.435247
796,MVI_20064,14,3,1,1782339377.4753973
797,MVI_20064,14,4,0,1782339377.5154688
798,MVI_20064,14,5,0,1782339377.5553582
799,MVI_20064,14,6,0,1782339377.5953074
800,MVI_20064,14,7,0,1782339377.6357048
801,MVI_20064,14,8,0,1782339377.6752594
802,MVI_20064,14,9,0,1782339377.7152755
803,MVI_20064,14,10,0,1782339377.7553108
804,MVI_20064,14,11,0,1782339377.7952445
805,MVI_20064,14,12,0,1782339377.835335
806,MVI_20064,14,13,0,1782339377.8753648
807,MVI_20064,15,0,0,1782339377.9250395
808,MVI_20064,15,1,0,1782339377.9553952
809,MVI_20064,15,2,0,1782339377.9952652
810,MVI_20064,15,3,1,1782339378.0352726
811,MVI_20064,15,4,0,1782339378.0752199
812,MVI_20064,15,5,0,1782339378.1153445
813,MVI_20064,15,6,0,1782339378.1552424
814,MVI_20064,15,7,0,1782339378.1953635
815,MVI_20064,15,8,0,1782339378.2352912
816,MVI_20064,15,9,0,1782339378.2753081
817,MVI_20064,15,10,0,1782339378.3153832
818,MVI_20064,15,11,0,1782339378.355284
819,MVI_20064,15,12,0,1782339378.3952425
820,MVI_20064,15,13,0,1782339378.4353364
821,MVI_20064,16,0,0,1782339378.4850967
822,MVI_20064,16,1,0,1782339378.515226
823,MVI_20064,16,2,0,1782339378.5552688
824,MVI_20064,16,3,1,1782339378.5953846
825,MVI_20064,16,4,0,1782339378.6353302
826,MVI_20064,16,5,0,1782339378.675276
827,MVI_20064,16,6,0,1782339378.7154102
828,MVI_20064,16,7,0,1782339378.7553341
829,MVI_20064,16,8,0,1782339378.7954273
830,MVI_20064,16,9,0,1782339378.8352458
831,MVI_20064,16,10,0,1782339378.8753452
832,MVI_20064,16,11,0,1782339378.9153152
833,MVI_20064,16,12,0,1782339378.9553304
834,MVI_20064,16,13,0,1782339378.995223
835,MVI_20064,17,0,0,1782339379.044736
836,MVI_20064,17,1,0,1782339379.075449
837,MVI_20064,17,2,0,1782339379.1152143
838,MVI_20064,17,3,1,1782339379.1552954
839,MVI_20064,17,4,0,1782339379.195269
840,MVI_20064,17,5,0,1782339379.2354205
841,MVI_20064,17,6,0,1782339379.2753031
842,MVI_20064,17,7,0,1782339379.315311
843,MVI_20064,17,8,0,1782339379.3552907
844,MVI_20064,17,9,0,1782339379.3954248
845,MVI_20064,17,10,0,1782339379.4352005
846,MVI_20064,17,11,0,1782339379.4753296
847,MVI_20064,17,12,0,1782339379.5153766
848,MVI_20064,17,13,0,1782339379.555244
849,MVI_20064,18,0,0,1782339379.6025374
850,MVI_20064,18,1,0,1782339379.6352358
851,MVI_20064,18,2,0,1782339379.6753106
852,MVI_20064,18,3,1,1782339379.7152812
853,MVI_20064,18,4,0,1782339379.7553856
854,MVI_20064,18,5,0,1782339379.7952251
855,MVI_20064,18,6,0,1782339379.835326
856,MVI_20064,18,7,0,1782339379.875356
857,MVI_20064,18,8,0,1782339379.9153948
858,MVI_20064,18,9,0,1782339379.955308
859,MVI_20064,18,10,0,1782339379.995377
860,MVI_20064,18,11,0,1782339380.0354035
861,MVI_20064,18,12,0,1782339380.0753465
862,MVI_20064,18,13,0,1782339380.1154058
863,MVI_20064,19,0,0,1782339380.1637933
864,MVI_20064,19,1,0,1782339380.1953313
865,MVI_20064,19,2,0,1782339380.2353609
866,MVI_20064,19,3,1,1782339380.2752395
867,MVI_20064,19,4,0,1782339380.31526
868,MVI_20064,19,5,0,1782339380.3552697
869,MVI_20064,19,6,0,1782339380.3952136
870,MVI_20064,19,7,0,1782339380.4353778
871,MVI_20064,19,8,0,1782339380.4752212
872,MVI_20064,19,9,0,1782339380.5153682
873,MVI_20064,19,10,0,1782339380.5552733
874,MVI_20064,19,11,0,1782339380.5952687
875,MVI_20064,19,12,0,1782339380.6352108
876,MVI_20064,19,13,0,1782339380.6752684
877,MVI_20064,20,0,0,1782339380.7216103
878,MVI_20064,20,1,0,1782339380.75542
879,MVI_20064,20,2,0,1782339380.7953057
880,MVI_20064,20,3,1,1782339380.8352666
881,MVI_20064,20,4,0,1782339380.875383
882,MVI_20064,20,5,0,1782339380.9153636
883,MVI_20064,20,6,0,1782339380.9552884
884,MVI_20064,20,7,0,1782339380.9952314
885,MVI_20064,20,8,0,1782339381.0353267
886,MVI_20064,20,9,0,1782339381.0753982
887,MVI_20064,20,10,0,1782339381.1152735
888,MVI_20064,20,11,0,1782339381.1552036
889,MVI_20064,20,12,0,1782339381.1952093
890,MVI_20064,21,0,0,1782339381.242764
891,MVI_20064,21,1,0,1782339381.2752433
892,MVI_20064,21,2,0,1782339381.3154407
893,MVI_20064,21,3,1,1782339381.3552227
894,MVI_20064,21,4,0,1782339381.3953981
895,MVI_20064,21,5,0,1782339381.4353478
896,MVI_20064,21,6,0,1782339381.4753838
897,MVI_20064,21,7,0,1782339381.515229
898,MVI_20064,21,8,0,1782339381.5556586
899,MVI_20064,21,9,0,1782339381.5952475
900,MVI_20064,21,10,0,1782339381.6352255
901,MVI_20064,21,11,0,1782339381.6753204
902,MVI_20064,21,12,0,1782339381.7153904
903,MVI_20064,22,0,0,1782339381.7646897
904,MVI_20064,22,1,0,1782339381.795302
905,MVI_20064,22,2,0,1782339381.8352437
906,MVI_20064,22,3,1,1782339381.87541
907,MVI_20064,22,4,0,1782339381.9153538
908,MVI_20064,22,5,0,1782339381.9557023
909,MVI_20064,22,6,0,1782339381.9952395
910,MVI_20064,22,7,0,1782339382.035381
911,MVI_20064,22,8,0,1782339382.0753872
912,MVI_20064,22,9,0,1782339382.1153185
913,MVI_20064,22,10,0,1782339382.1554222
914,MVI_20064,22,11,0,1782339382.1952634
915,MVI_20064,22,12,0,1782339382.235252
916,MVI_20064,23,0,0,1782339382.2862117
917,MVI_20064,23,1,0,1782339382.315421
918,MVI_20064,23,2,0,1782339382.3552582
919,MVI_20064,23,3,1,1782339382.3953173
920,MVI_20064,23,4,0,1782339382.4362166
921,MVI_20064,23,5,0,1782339382.4752507
922,MVI_20064,23,6,0,1782339382.5152934
923,MVI_20064,23,7,0,1782339382.5552766
924,MVI_20064,23,8,0,1782339382.5952237
925,MVI_20064,23,9,0,1782339382.635294
926,MVI_20064,23,10,0,1782339382.675409
927,MVI_20064,23,11,0,1782339382.7152545
928,MVI_20064,23,12,0,1782339382.7552705
929,MVI_20064,24,0,0,1782339382.8016517
930,MVI_20064,24,1,0,1782339382.83532
931,MVI_20064,24,2,0,1782339382.8753734
932,MVI_20064,24,3,1,1782339382.915617
933,MVI_20064,24,4,0,1782339382.9552915
934,MVI_20064,24,5,0,1782339382.9953253
935,MVI_20064,24,6,0,1782339383.0353434
936,MVI_20064,24,7,0,1782339383.075271
937,MVI_20064,24,8,0,1782339383.1154335
938,MVI_20064,24,9,0,1782339383.1552882
939,MVI_20064,24,10,0,1782339383.195226
940,MVI_20064,24,11,0,1782339383.2352746
941,MVI_20064,24,12,0,1782339383.2753808
942,MVI_20064,25,0,0,1782339383.3231728
943,MVI_20064,25,1,0,1782339383.355269
944,MVI_20064,25,2,0,1782339383.395432
945,MVI_20064,25,3,1,1782339383.4353817
946,MVI_20064,25,4,0,1782339383.4752934
947,MVI_20064,25,5,0,1782339383.5153804
948,MVI_20064,25,6,0,1782339383.5553215
949,MVI_20064,25,7,0,1782339383.5954196
950,MVI_20064,25,8,0,1782339383.6353886
951,MVI_20064,25,9,0,1782339383.6752288
952,MVI_20064,25,10,0,1782339383.7152715
953,MVI_20064,25,11,0,1782339383.7552245
954,MVI_20064,25,12,0,1782339383.7953258
955,MVI_20064,26,0,0,1782339383.8407063
956,MVI_20064,26,1,0,1782339383.8752754
957,MVI_20064,26,2,0,1782339383.9153254
958,MVI_20064,26,3,1,1782339383.9554064
959,MVI_20064,26,4,0,1782339383.9953635
960,MVI_20064,26,5,0,1782339384.0353193
961,MVI_20064,26,6,0,1782339384.0752761
962,MVI_20064,26,7,0,1782339384.115256
963,MVI_20064,26,8,0,1782339384.1553864
964,MVI_20064,26,9,0,1782339384.195466
965,MVI_20064,26,10,0,1782339384.2352726
966,MVI_20064,26,11,0,1782339384.2752264
967,MVI_20064,26,12,0,1782339384.315347
968,MVI_20064,27,0,0,1782339384.3631873
969,MVI_20064,27,1,0,1782339384.3953652
970,MVI_20064,27,2,0,1782339384.4353075
971,MVI_20064,27,3,1,1782339384.4752507
972,MVI_20064,27,4,0,1782339384.5153716
973,MVI_20064,27,5,0,1782339384.5552819
974,MVI_20064,27,6,0,1782339384.5953498
975,MVI_20064,27,7,0,1782339384.6353533
976,MVI_20064,27,8,0,1782339384.6753826
977,MVI_20064,27,9,0,1782339384.715279
978,MVI_20064,27,10,0,1782339384.7552757
979,MVI_20064,27,11,0,1782339384.7953086
980,MVI_20064,27,12,0,1782339384.83527
981,MVI_20064,28,0,0,1782339384.8826723
982,MVI_20064,28,1,0,1782339384.9152396
983,MVI_20064,28,2,0,1782339384.955292
984,MVI_20064,28,3,1,1782339384.9954848
985,MVI_20064,28,4,0,1782339385.0353088
986,MVI_20064,28,5,0,1782339385.0753086
987,MVI_20064,28,6,0,1782339385.1152585
988,MVI_20064,28,7,0,1782339385.1552205
989,MVI_20064,28,8,0,1782339385.19531
990,MVI_20064,28,9,0,1782339385.235275
991,MVI_20064,28,10,0,1782339385.2752736
992,MVI_20064,28,11,0,1782339385.3152542
993,MVI_20064,28,12,0,1782339385.3552036
994,MVI_20064,29,0,0,1782339385.403057
995,MVI_20064,29,1,0,1782339385.435364
996,MVI_20064,29,2,0,1782339385.475275
997,MVI_20064,29,3,1,1782339385.5153582
998,MVI_20064,29,4,0,1782339385.5552735
999,MVI_20064,29,5,0,1782339385.5952528
1000,MVI_20064,29,6,0,1782339385.6353838
1001,MVI_20064,29,7,0,1782339385.6753242
1002,MVI_20064,29,8,0,1782339385.715225
1003,MVI_20064,29,9,0,1782339385.7553666
1004,MVI_20064,29,10,0,1782339385.7953944
1005,MVI_20064,29,11,0,1782339385.835314
1006,MVI_20064,29,12,0,1782339385.8754303
1007,MVI_20064,30,0,0,1782339385.9200268
1008,MVI_20064,30,1,0,1782339385.9553027
1009,MVI_20064,30,2,0,1782339385.9953382
1010,MVI_20064,30,3,1,1782339386.0353198
1011,MVI_20064,30,4,0,1782339386.0753448
1012,MVI_20064,30,5,0,1782339386.1153631
1013,MVI_20064,30,6,0,1782339386.1552737
1014,MVI_20064,30,7,0,1782339386.195314
1015,MVI_20064,30,8,0,1782339386.23533
1016,MVI_20064,30,9,0,1782339386.2753906
1017,MVI_20064,30,10,0,1782339386.3152306
1018,MVI_20064,30,11,0,1782339386.3553693
1019,MVI_20064,30,12,0,1782339386.3953161
1020,MVI_20064,31,0,0,1782339386.4452538
1021,MVI_20064,31,1,0,1782339386.4753587
1022,MVI_20064,31,2,0,1782339386.5152364
1023,MVI_20064,31,3,1,1782339386.5553064
1024,MVI_20064,31,4,0,1782339386.5952115
1025,MVI_20064,31,5,0,1782339386.635222
1026,MVI_20064,31,6,0,1782339386.675366
1027,MVI_20064,31,7,0,1782339386.715266
1028,MVI_20064,31,8,0,1782339386.7553747
1029,MVI_20064,31,9,0,1782339386.7952452
1030,MVI_20064,31,10,0,1782339386.8352666
1031,MVI_20064,31,11,0,1782339386.8753183
1032,MVI_20064,31,12,0,1782339386.9153066
1033,MVI_20064,31,13,0,1782339386.9553788
1034,MVI_20064,32,0,0,1782339387.0008936
1035,MVI_20064,32,1,0,1782339387.0352678
1036,MVI_20064,32,2,0,1782339387.075281
1037,MVI_20064,32,3,1,1782339387.115259
1038,MVI_20064,32,4,0,1782339387.155224
1039,MVI_20064,32,5,0,1782339387.1953108
1040,MVI_20064,32,6,0,1782339387.2352588
1041,MVI_20064,32,7,0,1782339387.2753327
1042,MVI_20064,32,8,0,1782339387.315289
1043,MVI_20064,32,9,0,1782339387.3552732
1044,MVI_20064,32,10,0,1782339387.39528
1045,MVI_20064,32,11,0,1782339387.4352112
1046,MVI_20064,32,12,0,1782339387.4752743
1047,MVI_20064,32,13,0,1782339387.5152216
1048,MVI_20064,33,0,0,1782339387.5626278
1049,MVI_20064,33,1,0,1782339387.5952945
1050,MVI_20064,33,2,0,1782339387.6352649
1051,MVI_20064,33,3,1,1782339387.6753633
1052,MVI_20064,33,4,0,1782339387.715365
1053,MVI_20064,33,5,0,1782339387.7553105
1054,MVI_20064,33,6,0,1782339387.7954006
1055,MVI_20064,33,7,0,1782339387.8353124
1056,MVI_20064,33,8,0,1782339387.8752491
1057,MVI_20064,33,9,0,1782339387.9153247
1058,MVI_20064,33,10,0,1782339387.955295
1059,MVI_20064,33,11,0,1782339387.9952335
1060,MVI_20064,33,12,0,1782339388.035248
1061,MVI_20064,33,13,0,1782339388.0754087
1062,MVI_20064,34,0,0,1782339388.1242323
1063,MVI_20064,34,1,0,1782339388.1552224
1064,MVI_20064,34,2,0,1782339388.1953833
1065,MVI_20064,34,3,1,1782339388.2352445
1066,MVI_20064,34,4,0,1782339388.275236
1067,MVI_20064,34,5,0,1782339388.3153105
1068,MVI_20064,34,6,0,1782339388.3552747
1069,MVI_20064,34,7,0,1782339388.3953092
1070,MVI_20064,34,8,0,1782339388.4352736
1071,MVI_20064,34,9,0,1782339388.4752696
1072,MVI_20064,34,10,0,1782339388.5152733
1073,MVI_20064,34,11,0,1782339388.555268
1074,MVI_20064,34,12,0,1782339388.5952332
1075,MVI_20064,34,13,0,1782339388.6352897
1076,MVI_20064,35,0,0,1782339388.6834517
1077,MVI_20064,35,1,0,1782339388.7153242
1078,MVI_20064,35,2,0,1782339388.7552361
1079,MVI_20064,35,3,1,1782339388.7952993
1080,MVI_20064,35,4,0,1782339388.8352742
1081,MVI_20064,35,5,0,1782339388.8754141
1082,MVI_20064,35,6,0,1782339388.9153988
1083,MVI_20064,35,7,0,1782339388.9553833
1084,MVI_20064,35,8,0,1782339388.9954433
1085,MVI_20064,35,9,0,1782339389.0352852
1086,MVI_20064,35,10,0,1782339389.075285
1087,MVI_20064,35,11,0,1782339389.1152675
1088,MVI_20064,35,12,0,1782339389.1552253
1089,MVI_20064,35,13,0,1782339389.1952293
1090,MVI_20064,36,0,0,1782339389.2423112
1091,MVI_20064,36,1,0,1782339389.2752526
1092,MVI_20064,36,2,0,1782339389.315229
1093,MVI_20064,36,3,1,1782339389.355252
1094,MVI_20064,36,4,0,1782339389.3952742
1095,MVI_20064,36,5,0,1782339389.4352343
1096,MVI_20064,36,6,0,1782339389.4753296
1097,MVI_20064,36,7,0,1782339389.5152683
1098,MVI_20064,36,8,0,1782339389.5552268
1099,MVI_20064,36,9,0,1782339389.5953526
1100,MVI_20064,36,10,0,1782339389.6353712
1101,MVI_20064,36,11,0,1782339389.6753347
1102,MVI_20064,36,12,0,1782339389.7153218
1103,MVI_20064,36,13,0,1782339389.7553172
1104,MVI_20064,37,0,0,1782339389.8030732
1105,MVI_20064,37,1,0,1782339389.8352532
1106,MVI_20064,37,2,0,1782339389.875332
1107,MVI_20064,37,3,1,1782339389.9153504
1108,MVI_20064,37,4,0,1782339389.9554055
1109,MVI_20064,37,5,0,1782339389.9953194
1110,MVI_20064,37,6,0,1782339390.0352929
1111,MVI_20064,37,7,0,1782339390.0752265
1112,MVI_20064,37,8,0,1782339390.11538
1113,MVI_20064,37,9,0,1782339390.1553288
1114,MVI_20064,37,10,0,1782339390.195299
1115,MVI_20064,37,11,0,1782339390.235287
1116,MVI_20064,37,12,0,1782339390.2752979
1117,MVI_20064,37,13,0,1782339390.315278
1118,MVI_20064,38,0,0,1782339390.361468
1119,MVI_20064,38,1,0,1782339390.3952587
1120,MVI_20064,38,2,0,1782339390.4352782
1121,MVI_20064,38,3,1,1782339390.4752307
1122,MVI_20064,38,4,0,1782339390.515289
1123,MVI_20064,38,5,0,1782339390.5552351
1124,MVI_20064,38,6,0,1782339390.5952466
1125,MVI_20064,38,7,0,1782339390.6352649
1126,MVI_20064,38,8,0,1782339390.6752524
1127,MVI_20064,38,9,0,1782339390.7152576
1128,MVI_20064,38,10,0,1782339390.7553442
1129,MVI_20064,38,11,0,1782339390.7953207
1130,MVI_20064,38,12,0,1782339390.8353734
1131,MVI_20064,38,13,0,1782339390.8752453
1132,MVI_20064,39,0,0,1782339390.9246259
1133,MVI_20064,39,1,0,1782339390.9552584
1134,MVI_20064,39,2,0,1782339390.9953349
1135,MVI_20064,39,3,1,1782339391.0352602
1136,MVI_20064,39,4,0,1782339391.075285
1137,MVI_20064,39,5,0,1782339391.1152143
1138,MVI_20064,39,6,0,1782339391.1552842
1139,MVI_20064,39,7,0,1782339391.1954122
1140,MVI_20064,39,8,0,1782339391.235333
1141,MVI_20064,39,9,0,1782339391.2754097
1142,MVI_20064,39,10,0,1782339391.3152905
1143,MVI_20064,39,11,0,1782339391.3552668
1144,MVI_20064,39,12,0,1782339391.3953764
1145,MVI_20064,39,13,0,1782339391.4352489
1146,MVI_20064,40,0,0,1782339391.4850483
1147,MVI_20064,40,1,0,1782339391.5152915
1148,MVI_20064,40,2,0,1782339391.5554783
1149,MVI_20064,40,3,1,1782339391.5953257
1150,MVI_20064,40,4,0,1782339391.6353943
1151,MVI_20064,40,5,0,1782339391.676054
1152,MVI_20064,40,6,0,1782339391.7152631
1153,MVI_20064,40,7,0,1782339391.7553842
1154,MVI_20064,40,8,0,1782339391.7954288
1155,MVI_20064,40,9,0,1782339391.835258
1156,MVI_20064,40,10,0,1782339391.875317
1157,MVI_20064,40,11,0,1782339391.915385
1158,MVI_20064,40,12,0,1782339391.9552698
1159,MVI_20064,40,13,0,1782339391.9953125
1160,MVI_20064,41,0,0,1782339392.0446131
1161,MVI_20064,41,1,0,1782339392.0754476
1162,MVI_20064,41,2,0,1782339392.115667
1163,MVI_20064,41,3,1,1782339392.1553817
1164,MVI_20064,41,4,0,1782339392.1952682
1165,MVI_20064,41,5,0,1782339392.235332
1166,MVI_20064,41,6,0,1782339392.2752848
1167,MVI_20064,41,7,0,1782339392.3152409
